FileName	Blur	Expos	Orient	Eyes	Mouth	Overall 
--------------------------------------------------------- 
0=Failed    1=Passed    N/A=Cannot detec face/eyes/mouth 
--------------------------------------------------------- 
images\653.jpg	1	0	0	1	1	Failed
images\654.jpg	0	0	1	1	1	Failed
images\655.jpg	1	1	1	0	1	Failed
images\656.jpg	1	1	1	1	1	Passed
images\657.jpg	1	1	1	1	1	Passed
images\658.jpg	1	0	0	0	1	Failed
images\659.jpg	1	1	1	1	1	Passed
images\66.jpg	1	1	0	1	1	Failed
images\660.jpg	1	1	1	1	1	Passed
images\661.jpg	1	0	1	0	1	Failed
images\662.jpg	1	0	0	1	1	Failed
images\663.jpg	1	1	0	1	1	Failed
images\664.jpg	1	1	0	1	1	Failed
images\665.jpg	0	1	0	0	1	Failed
images\666.jpg	0	0	1	1	1	Failed
images\667.jpg	1	0	1	1	1	Failed
images\668.jpg	1	0	0	0	1	Failed
images\669.jpg	1	0	1	1	1	Failed
images\67.jpg	1	0	0	1	1	Failed
images\670.jpg	1	1	0	1	1	Failed
images\671.jpg	0	1	1	1	1	Failed
images\672.jpg	1	1	1	1	1	Passed
images\673.jpg	1	1	1	1	1	Passed
images\674.jpg	0	1	1	1	1	Failed
images\675.jpg	0	1	1	1	1	Failed
images\676.jpg	1	0	0	0	1	Failed
images\677.jpg	1	0	0	1	1	Failed
images\678.jpg	1	0	1	0	1	Failed
images\679.jpg	1	1	1	1	1	Passed
images\68.jpg	1	0	0	1	1	Failed
images\680.jpg	1	0	1	1	1	Failed
images\681.jpg	1	1	1	1	1	Passed
images\682.jpg	1	1	1	1	1	Passed
images\683.jpg	1	0	0	1	1	Failed
images\69.jpg	1	1	0	1	1	Failed
images\7.jpg	1	1	1	1	1	Passed
images\70.jpg	1	1	0	1	1	Failed
images\71.jpg	0	0	0	1	1	Failed
images\72.jpg	1	1	1	0	1	Failed
images\73.jpg	0	0	1	1	1	Failed
images\74.jpg	0	1	1	1	1	Failed
images\75.jpg	1	0	1	1	1	Failed
images\76.jpg	1	0	1	1	1	Failed
images\77.jpg	1	1	1	1	1	Passed
images\78.jpg	1	1	1	1	0	Failed
images\79.jpg	0	1	1	1	1	Failed
images\8.jpg	1	0	1	1	1	Failed
images\80.jpg	1	1	1	1	1	Passed
images\81.jpg	1	0	1	1	1	Failed
images\82.jpg	0	0	0	1	1	Failed
images\83.jpg	0	0	1	1	1	Failed
images\84.jpg	0	1	1	1	1	Failed
images\85.jpg	0	1	1	1	1	Failed
images\86.jpg	0	1	1	1	1	Failed
images\87.jpg	1	1	1	1	1	Passed
images\88.jpg	1	1	1	1	1	Passed
images\89.jpg	0	1	0	1	1	Failed
images\9.jpg	1	1	1	1	1	Passed
images\90.jpg	1	1	1	1	1	Passed
images\91.jpg	1	0	1	1	1	Failed
images\92.jpg	1	0	1	1	0	Failed
images\93.jpg	1	1	1	0	1	Failed
images\94.jpg	1	1	1	1	1	Passed
images\95.jpg	1	1	1	1	1	Passed
images\96.jpg	1	1	1	1	1	Passed
images\97.jpg	1	0	1	0	1	Failed
images\98.jpg	1	1	1	1	1	Passed
images\99.jpg	0	0	1	0	1	Failed
